X1	X2	X3	X4	X5	X6
2.931072	4.174492	0.378721	-0.055411	-0.354271	2.728313
-0.225510	3.090030	2.257540	0.743249	-1.585369	1.713238
-2.903058	1.177834	0.363004	0.089165	-0.141597	0.459405
-3.336573	-0.421395	-2.807286	0.978635	-0.344156	0.066113
-3.795057	-5.395457	-0.875829	1.008159	-3.472546	-4.247139
-2.999209	-7.535953	1.161574	2.371037	-4.889770	-4.365152
-1.809631	-2.615981	0.640326	2.107969	-4.363327	-1.933526
-1.584524	2.246458	0.046226	3.206652	-0.775820	-0.182762
-0.593789	2.210665	-0.302024	2.743388	4.125851	3.106838
-2.346126	1.551940	-0.510124	0.659276	3.996484	3.476375
-1.137037	2.905784	-2.568472	-0.359586	0.498779	2.763046
-0.854221	0.011296	-3.536770	-0.986997	2.135934	0.799853
-3.027281	-0.892523	-1.467914	-3.613859	-0.267352	-1.015606
-3.448217	-4.189173	-2.337406	-1.873872	0.712321	-1.929333
-1.756331	-4.062554	-2.347443	-3.140836	0.693450	-3.212826
1.600178	-1.365266	-2.056326	-2.359553	1.503334	-2.276688
2.942308	1.411392	0.725047	-1.567523	0.661974	-1.600618
2.970958	1.869820	0.876576	-1.893247	-1.425233	-1.288118
4.799627	-0.089783	0.947862	-0.041425	-0.653188	1.549112
2.763314	0.693885	2.590806	0.676941	-1.861991	0.316772
2.977618	-0.770677	0.331508	1.673651	-0.488345	2.990061
5.303838	-0.829269	0.261270	-0.393496	0.338551	4.658678
0.123874	-0.405490	-0.716808	0.105600	2.823195	3.476823
1.302623	-1.877841	-1.692125	-0.898163	0.988385	3.702195
2.088686	-0.636221	-0.629780	-1.423685	1.326421	0.368094
2.548861	1.761769	-1.232073	-1.293667	2.089202	-0.712280
0.101752	-0.456003	-2.410897	-1.342728	1.105887	0.335343
-2.244565	-1.807384	-3.372469	-3.406728	-1.579629	-0.978721
-1.143825	-1.223692	-0.312652	0.589379	-0.550622	-1.431046
1.323874	-2.518526	1.928456	2.460996	-3.199392	-1.022331
-1.818569	-2.898186	3.007156	2.023924	-1.302739	-1.659674
-1.864452	-2.427171	4.484551	3.124864	-3.450463	-1.673473
-0.877175	-1.514280	3.594343	1.584018	-1.281365	-0.156326
-0.721238	-2.063012	4.133534	1.353286	2.189755	0.638167
2.297259	1.810334	4.269426	2.400470	4.116997	2.650110
3.746319	3.238358	5.237421	0.970271	3.954762	-0.085198
4.295541	3.334762	1.660820	-0.368309	4.396248	1.325047
-0.012175	0.387245	1.326027	0.257231	1.964856	0.316346
-0.651526	0.528210	-2.208158	-1.784609	0.958486	-1.571899
-2.723614	-0.346244	0.798767	-1.815127	-0.966862	-0.597487
-1.137437	-1.094116	-3.745596	-1.514521	0.394812	-2.001415
-2.531894	-1.991205	-3.948544	-1.293191	-1.374292	-1.037982
-0.135484	-1.450010	-3.810077	-1.745636	-2.760775	-1.158685
1.054892	-2.701032	-2.725692	-0.455954	-0.728035	2.673076
0.167636	-0.438368	0.445911	2.490456	-2.544573	1.751005
-1.578551	-3.281419	1.199136	3.713894	-0.986689	2.264903
-0.469169	-2.355085	3.726883	1.726463	-3.628383	-0.298927
-0.733016	-0.509863	0.702954	-0.246939	-0.912954	-0.471685
1.210007	-2.569055	0.330351	-2.272708	-0.341502	1.886234
2.501902	-0.266360	0.326174	0.512856	1.083772	3.104429
4.872770	0.126023	-1.378273	-1.551347	2.800370	5.063204
4.502611	3.933595	-0.500491	0.056185	1.686291	4.382661
5.318326	1.915555	1.495323	0.713052	2.335736	2.032001
1.979817	1.581704	0.205569	0.534156	1.954204	1.974228
0.100183	3.751743	1.380350	-0.319002	5.435596	-0.235557
-1.457174	0.667871	-0.008934	0.304278	3.530113	0.473748
-3.043453	2.326389	0.721719	-2.065803	3.912855	2.041745
-2.274953	1.366198	-1.821290	-0.824745	2.383622	0.387338
1.157326	-1.033403	-2.400660	0.701455	-1.978486	-1.221672
0.054985	-2.526913	-2.677289	0.225396	-3.008368	-1.858083
0.451026	-0.118933	-3.690877	1.190779	-1.329024	-1.684093
0.918549	-1.693161	-3.201122	-2.313494	-0.764953	-1.604998
-1.426745	-1.897899	-2.738123	-2.802424	-0.366955	-0.615798
-1.189455	-2.211645	-0.936980	-0.416010	-0.535829	1.816111
-1.252680	-0.909999	-0.298591	-0.531950	-0.603176	-0.418269
-0.779219	-3.611763	-0.690655	-0.531245	-0.047294	-0.550336
-0.021270	-0.878935	0.705929	-0.159293	1.249816	-0.480287
1.461166	-0.819716	-0.832340	-0.860294	0.118756	-0.832121
5.960190	0.393094	-1.658858	-1.508748	0.556226	-0.411135
4.833605	1.291495	-0.354627	-0.307454	0.933826	-0.291926
3.322410	-0.511613	-2.810545	-3.656111	-0.971742	0.703108
-0.342892	-0.818230	-3.279611	-0.506119	-0.175580	0.494269
-3.525303	-0.915956	-4.419424	-1.187277	0.975815	-2.496441
-4.732519	-1.645692	-3.094485	-2.614285	-1.435758	-1.621919
-3.702941	-1.830438	-4.136192	-1.461443	1.725303	-1.608063
-1.559567	-0.809694	-2.893145	-2.977749	0.016597	-1.923670
1.467203	-2.000161	-1.462043	-2.099604	-0.979775	-0.224039
1.898971	-2.669338	-3.252985	-0.889208	0.778289	0.183634
-0.583263	-3.004327	0.263628	0.381641	-0.406712	-1.489350
-0.420497	-3.263427	0.944997	-0.526157	-0.942276	-0.331588
-0.494331	0.061561	0.696023	-0.241403	0.801896	-1.137978
-1.378263	2.896736	-1.718395	-0.405695	0.899706	-0.645818
-0.218993	2.133898	0.359445	0.157266	-2.167446	-1.554504
-2.479619	-1.724754	-0.299057	-2.140920	0.248741	-1.052836
-0.848641	-1.618419	-2.260502	-2.548051	0.065168	0.441889
-0.398958	-1.053500	1.419012	0.308572	-1.247565	0.274475
-0.400768	-1.304196	0.869684	1.372749	-0.380058	-0.294079
-0.563371	0.494791	1.253214	0.938881	-0.818508	3.056632
-0.957266	0.185562	0.200802	0.923167	-0.873617	1.424110
0.570248	-0.810185	1.498749	-0.292892	0.544118	1.263855
-0.715028	0.407450	-1.524645	-1.426196	0.365496	-1.343928
-2.271093	1.587766	-1.443381	-0.488644	0.944019	-2.101039
0.933154	1.775661	-1.617458	-2.453138	0.376486	-1.066075
-0.896386	3.195636	-1.696776	-0.319776	0.338200	-0.396734
-1.653413	3.354189	-0.332737	0.316641	-0.044840	2.590386
-1.683724	1.794019	1.347361	-0.520987	0.497368	4.456588
-1.081620	0.668325	2.994918	0.408040	0.001623	1.686273
-2.179000	0.511006	2.397932	0.971823	-0.699573	0.214943
-0.977063	-1.680638	3.150003	1.801661	-1.005519	-2.908699
-0.914607	-1.170209	1.366332	-0.485446	2.209384	-1.705951
-0.727932	0.499692	-1.425782	-2.896398	4.476339	0.592487
-0.147037	0.278163	-2.169039	-1.086895	3.936645	0.125319
-0.842422	1.838505	-2.388839	0.704763	2.389404	0.281447
0.224115	-1.357485	-1.315984	0.327175	0.159015	-1.355129
-0.535625	-0.374208	1.482427	0.069943	-2.051419	-2.008506
0.158557	-1.402064	0.719893	2.037165	-2.127700	-4.493582
-0.262936	-0.316856	1.975713	-0.387959	-1.687325	-1.354455
0.238295	-0.328884	2.693588	2.683271	-2.937394	-2.445824
-0.969548	0.998950	3.990216	4.196556	-3.827606	-4.299487
-1.941064	1.710345	2.236198	5.209093	-4.549861	-3.890542
0.174546	1.813599	4.949031	4.278385	-4.899859	-4.043687
-0.882716	0.445111	4.496517	3.723430	-4.750397	-3.817722
-1.642049	2.423579	3.233653	1.900127	-2.903176	-2.412344
-1.589653	2.886703	3.769240	2.032377	-2.663195	-1.192752
0.125773	2.042980	1.905376	-0.591020	-1.227853	-1.881544
-1.254371	3.771409	0.657561	-0.062565	-0.705250	-4.096819
0.031417	4.054288	3.252695	-0.302759	0.323215	-1.118075
-0.553664	2.766216	-0.288624	-1.321901	-0.176957	-1.278211
-0.088412	3.109992	0.597303	-0.666392	-2.266066	-0.572326
-1.217026	1.915713	2.370576	-1.938432	-0.510011	0.084782
-0.228707	3.572677	2.377094	-1.158222	2.519009	0.288914
-2.205754	4.277984	2.427156	-1.376161	0.457095	-0.994329
-1.357166	1.109532	-1.082939	-2.061252	0.242446	-0.996845
-1.114242	2.258918	-0.432292	-0.475393	0.704863	-4.320834
-2.661082	2.725742	1.221896	1.418615	-1.958052	-3.501594
0.819714	3.437700	0.637624	2.743771	-2.285200	-3.634325
2.414947	1.005392	0.286192	4.329175	-3.253480	-3.753524
1.577317	2.856216	0.150397	2.993027	-6.005390	-3.673092
-1.009174	-0.624631	-0.091460	4.226225	-4.467332	-2.856327
-1.806627	-1.187449	-3.518782	1.614970	-4.142303	-0.264728
-1.496542	-3.432542	-1.070668	0.510362	-1.619005	2.282905
2.396983	-0.900710	-2.928021	0.022299	-2.144235	3.610774
3.942948	-3.373156	-4.389040	3.254381	-0.952294	2.874578
4.702052	-5.296982	-1.328029	2.513007	-2.310781	-0.985781
3.793497	-4.835990	0.048814	2.615078	-3.788296	-1.848802
-0.633018	-0.993781	2.154985	4.221293	-2.278837	-3.467886
-2.876092	0.790142	3.975485	-0.463249	2.567994	-2.480330
-1.088225	-1.871422	1.261712	-0.143549	0.337399	1.007864
4.861884	-2.126876	0.106764	-3.192206	-1.251221	2.781998
2.672735	-0.026321	-3.969759	-1.997622	-1.869468	5.641172
5.193828	0.328940	-3.064258	0.550403	-0.018239	5.375387
5.435662	0.397405	-1.267236	-0.968531	-0.218735	2.439742
1.524540	1.327173	0.537007	-0.855926	2.298245	0.803838
-1.676141	0.936441	2.000870	0.170319	4.084801	2.983476
-3.761678	2.724607	1.891351	-0.365297	4.369934	2.944355
-3.056173	1.344469	2.973750	1.020026	3.636843	4.740175
-1.593125	-0.099475	4.609063	2.151586	2.210629	4.389038
0.746566	-1.126427	5.656592	0.786583	0.473992	2.849742
3.214400	0.675711	4.792233	2.709317	-2.041867	3.601288
3.042778	1.370436	4.798086	1.304187	-3.433548	2.506975
4.387099	2.028547	5.296050	0.652193	-0.420151	3.030004
1.628662	2.335542	4.412023	-1.482166	2.601624	3.275075
3.572169	2.372217	-0.047796	-0.350491	5.226278	-0.827313
0.759119	3.171073	0.893991	-0.799782	4.043411	-0.891960
-1.223187	2.985205	-0.946216	-1.433540	4.379122	1.051434
-3.892251	0.985912	-1.590620	-2.682965	4.003813	-0.553432
-3.945372	0.383192	0.517579	-0.100058	6.273483	0.591143
-1.218850	2.327043	3.493179	-0.642619	4.481333	0.936857
2.794515	4.291462	1.008179	0.665251	3.074662	-0.133890
2.498322	2.438348	2.358677	0.999751	-0.429130	0.381402
0.128872	2.610999	1.339873	-0.495218	0.884159	2.386131
-1.916437	0.193711	0.799964	0.031941	-0.245173	4.097299
-1.462403	1.160984	-1.275150	-0.307470	1.917476	5.948603
-1.993927	-2.148285	-1.616072	0.049446	1.842104	4.519143
-2.742610	-2.548398	-3.586001	1.897091	-3.478088	3.119319
0.081048	-2.704157	-3.719740	2.425863	-2.534300	4.434529
-1.377253	-3.245465	-2.035490	1.062161	-2.572731	3.484673
-0.513713	-0.963822	-1.489952	-1.051515	-1.340583	1.475150
-1.159133	1.799968	-1.021428	-2.818364	-1.353854	3.808459
0.225387	2.003403	-0.553519	-2.894889	1.523754	2.986699
-1.251753	0.522183	1.878074	-3.525590	0.319642	5.070869
-0.372754	1.393604	-1.680950	-1.107466	1.498711	5.337869
-0.789916	2.224864	0.370607	-2.219219	1.603059	3.152795
2.091760	2.906663	0.452044	0.224451	-2.059313	4.475749
3.926574	4.259596	1.052159	0.027344	-0.741906	3.461429
6.686126	0.840964	0.444652	1.298159	-2.266619	3.372533
4.492215	2.787863	1.079520	1.522795	-0.789853	2.187160
3.893340	1.129092	1.278964	0.600052	-0.542207	2.668309
2.246402	1.089349	0.231381	-0.787470	0.573718	2.871678
1.690799	-0.231968	0.510370	-2.278573	-0.515179	2.419567
-4.653668	-0.634962	-0.142469	-1.298155	-1.428496	3.022774
-3.986302	-3.362932	-1.550939	2.187981	0.138564	0.168698
-4.170301	-3.737483	-3.099540	3.907636	-4.336196	-1.840664
-1.127867	-4.293115	-4.039174	4.869610	-5.378579	-3.241812
-0.119200	-4.156430	-4.638741	3.071501	-5.540783	-5.128448
-0.317900	-2.912630	-5.577344	-0.557190	-2.586610	-3.730173
0.887530	-1.290117	-3.127282	0.438036	2.399441	2.702510
-1.253008	0.590508	-1.521758	-2.543422	5.726969	5.648201
-0.557216	0.184442	-1.391171	-2.584064	4.403574	4.976997
-2.029294	0.890785	0.287175	-1.745989	5.602555	5.338797
-1.579343	2.139734	1.096981	-1.803300	5.125213	4.838800
0.977235	0.423389	0.353146	-1.135695	3.004648	1.246703
3.344442	0.443946	-1.145332	-0.026776	-0.422442	-0.718095
6.746876	1.413106	-3.698854	0.787258	-0.535056	-5.460796
7.324135	0.803165	-0.012421	3.033305	-3.222595	-7.891401
5.135420	2.715724	0.040067	1.458466	-2.690959	-6.429313
5.834530	2.306479	0.827208	0.663040	-3.352948	-0.407934
3.890264	2.614231	0.784801	0.454827	0.330037	-1.083965
1.771821	4.535777	4.107945	1.797127	0.289596	3.727192
2.133300	4.512716	2.903240	-0.825261	3.227829	4.151334
-3.223799	2.746447	2.316184	-0.891236	3.433436	5.193461
-1.674077	2.610269	0.929377	-3.878601	5.418615	2.117870
1.322565	0.335679	-0.717583	-2.242853	2.904767	0.691058
2.945726	-0.562023	-1.485995	-1.592195	1.814092	-0.762075
2.624006	0.579863	-0.132462	-2.257725	-0.487012	-3.771132
2.034404	0.727233	-0.462384	-1.681545	-0.259743	-2.492216
-2.999982	-1.187912	0.184138	-2.096854	-0.956204	-0.293427
-2.001952	-3.202273	-1.905696	-1.118054	0.307007	-1.166568
-1.910107	-1.408553	-2.528287	-1.472443	0.124388	0.337559
-1.857447	-1.978551	-1.347836	-2.177322	2.062340	-1.317149
-2.281874	-2.841069	-0.988744	-2.821392	-0.883739	-1.206593
-0.389488	-0.958907	-2.153911	-1.024452	0.475552	-3.031775
-0.041690	-2.029067	-1.790838	-1.217703	0.740413	0.542402
-0.962582	-3.503950	-3.930626	-1.201145	0.987442	-0.631063
-1.327263	-3.545656	-1.315875	-0.732178	-1.799460	-0.712073
-0.897936	-2.905486	-2.900586	4.561697	-3.661594	-1.786730
0.188900	-4.542041	-3.569360	3.136882	-2.256760	-3.312135
-0.787056	-4.650521	-2.607696	3.000175	-2.805158	-1.365492
-0.404506	-1.421728	-2.099497	0.534376	0.406511	1.309198
-1.057550	-1.075461	-1.279061	2.558786	2.215047	3.739633
0.006111	1.290477	-1.393190	0.105203	1.193749	3.566411
-1.478025	-1.372612	-1.184584	0.579629	3.458018	4.345829
-0.344357	-0.852629	0.336057	0.179163	-0.318547	3.523885
-0.172987	-0.712576	-0.577368	-1.967695	0.731353	3.755078
0.726885	1.526548	0.725241	-1.405945	1.737920	6.242004
-2.333643	2.649542	-0.748918	-0.593888	-2.080649	4.651763
-1.019672	1.304407	1.929157	-1.172622	1.195947	3.548851
-2.836401	2.632640	1.316865	-1.051049	-0.092192	0.896267
-0.441933	-0.178757	0.476805	-1.888468	0.731133	0.115209
-0.418067	-0.292685	-2.767022	-1.660879	-1.149378	-0.453426
-1.132605	-1.458244	-1.520918	-2.376083	0.585375	-6.016040
-0.974148	-1.375335	-0.539082	-3.508979	0.325092	-3.242734
-0.500696	-3.924556	-2.296014	-1.796967	-0.290228	0.577389
-1.452151	-3.562810	-1.316515	0.806753	-0.173184	-3.806272
0.543888	-4.181894	3.027115	-0.511820	-1.415377	-2.041421
1.467318	-4.526710	2.640076	1.778916	-2.258308	-1.285558
2.896040	-2.575357	2.712068	1.273959	-1.657275	-2.786486
4.700653	-2.524936	4.140792	3.078211	-3.203080	-0.775107
3.012155	-3.431245	3.332846	4.836570	-3.719923	-3.855623
4.762546	-1.465086	5.145731	3.070937	-5.972403	-2.464436
3.317225	-1.158557	3.666947	3.808713	-6.188921	-2.146347
0.271091	-2.099758	4.007694	3.211897	-1.840777	2.717040
-3.478756	-2.411990	0.749672	-1.677711	-3.025371	0.780026
-2.497517	-1.679051	0.638381	1.670990	-0.422403	0.545706
-1.931293	-0.080941	-0.576979	-0.189500	-0.349972	0.311080
-2.915085	2.282040	0.942593	-0.033882	-1.366280	-3.734054
0.304207	0.508292	-0.776904	-1.188355	-0.221726	-0.897298
-1.033918	1.017517	-0.687469	-0.215820	-1.495810	-1.380854
-1.231061	0.299914	-2.117703	-3.186975	0.244768	-1.639124
-1.642423	-0.142615	-0.550304	-1.629220	2.833608	-0.772909
-1.620803	-2.607271	-1.108873	0.847243	4.149011	-1.807112
-0.659604	-0.547652	-0.954109	-0.055584	3.434575	1.545967
0.018375	0.652242	0.057387	1.486899	3.789302	-0.083775
1.703833	-1.230788	-1.964083	0.229992	3.483691	-0.349240
-0.172730	-1.945341	-1.339719	-1.018505	1.376342	-2.669228
2.068784	-3.891216	-0.116822	-1.754192	1.133156	-2.153141
-1.647825	-2.858213	0.569210	-2.815169	-0.661267	-1.334982
-1.538458	-4.194131	-2.677024	-1.873435	-0.597127	-1.417451
-0.723214	-2.411169	-1.946922	-2.827590	-0.583123	0.046349
-2.235195	-1.163825	-2.481785	-2.129734	0.556744	-1.290182
0.098598	-3.093400	-2.304811	-0.734567	-1.716326	-1.217346
0.862867	-4.261691	-1.410501	0.769711	-2.543131	-0.455345
0.232808	-4.422298	-1.819554	1.830901	-1.714272	-3.884379
0.661724	-2.390121	-2.643269	3.331003	-2.867148	-2.613851
-1.367888	-1.347056	-2.601746	1.926617	1.116941	-1.561262
-0.067928	-0.035605	-1.461984	0.725643	-2.350005	-0.728712
-0.417995	-0.002865	-0.998683	-0.809519	0.050615	-3.666203
-1.650691	0.729565	-1.046142	-0.805468	1.450101	-0.169537
-1.128916	0.108686	0.175340	1.390397	1.544754	-1.580614
-2.570470	1.295198	1.191863	2.248174	-2.829326	0.149464
-1.338653	0.417405	-1.049271	2.916865	-4.701439	1.060096
-0.347867	-1.219894	-2.051263	2.284769	-4.540983	2.978681
-0.099010	-1.618098	-1.429012	1.959887	-3.847459	3.469919
2.911115	-2.903603	-1.529017	0.160819	-1.101966	1.538707
3.938910	0.261289	-2.236576	-0.478834	-0.958403	1.064545
0.813074	-1.936718	-1.197890	-4.098473	0.326330	-3.033567
0.223806	-0.119724	-0.693758	-2.729998	-0.577266	-1.326231
-2.007193	0.141073	-2.061178	-3.438107	0.986709	-0.494148
-3.802224	0.375074	-0.789851	-3.164301	0.039357	2.926581
-3.055487	-0.116719	-1.512174	-2.771179	2.856177	3.171857
-2.471983	-2.310905	-1.090948	0.331259	0.708871	0.904277
-0.316711	-4.105882	-1.344971	1.154812	-0.769761	-1.089359
-1.146271	-2.523450	-1.955343	0.327581	-0.260718	-2.679151
-1.410864	-2.458106	-2.097963	-0.552832	-1.141399	-4.364200
-1.224790	-1.398948	-3.594429	-0.834030	0.046797	-2.453207
-0.990149	-0.399777	-1.973741	0.510590	-0.262330	-3.853273
-2.175440	-0.027388	0.971402	-1.353273	0.377621	-2.239997
-1.851065	-0.070083	-0.942499	-3.240119	0.173951	-0.405581
4.923377	-0.656758	-1.651844	-2.355447	0.320361	-1.425724
3.688187	0.755488	-0.517830	-2.222558	0.961551	-1.366628
5.337463	1.101856	-1.438257	0.794850	-1.641276	-2.014292
3.993607	1.461249	0.993375	2.524976	-2.063221	-3.617018
0.326717	0.529067	-2.313932	3.232120	-2.946983	-4.994504
-2.287005	2.433512	0.778923	1.283584	-3.242860	-2.595653
-3.421760	1.539985	-0.278759	3.706666	-0.822351	-0.929063
-2.799348	1.632690	0.013123	2.275567	-0.521456	2.115964
-3.431269	3.063726	0.439470	0.819488	-1.759473	2.607930
0.647879	2.522696	1.322282	2.246328	-2.645702	1.744232
-0.567506	0.710200	0.617962	3.350388	-3.799441	-0.494828
-1.150524	2.401942	0.168909	3.429967	-4.630890	0.694950
0.938727	3.047322	-0.171174	2.266967	-2.144146	2.388365
-0.214453	4.552742	2.264313	0.456988	-1.728910	1.164817
-1.450766	1.304604	0.281771	-1.009172	-0.976279	0.863806
-3.007509	-0.280091	-0.316998	-1.541610	-0.343754	-1.888167
-0.371683	2.292159	0.317606	-3.018928	3.529668	0.927797
-0.681888	4.770155	2.838584	0.120375	4.175888	2.500799
-1.848924	2.890099	0.362638	-0.344401	4.344807	2.231538
-1.038589	2.989592	2.798669	0.014645	3.987025	1.592715
-1.491484	2.537437	1.535277	0.085112	-0.006555	3.562330
-1.104209	3.550434	-0.053035	0.226000	-0.288833	4.642384
0.563838	2.776485	0.359032	0.017710	-1.164108	2.836976
-0.226245	2.563592	-1.308219	-2.200558	-0.123577	0.769506
-1.986055	-0.172244	2.368212	0.133197	0.149560	-0.286924
-0.410093	1.515579	2.419126	1.957973	-0.208595	-3.834215
-1.134859	0.423062	3.481724	2.008271	-1.162942	-3.780666
-1.210352	2.370407	5.546209	4.471391	-0.162779	-4.657976
-0.269271	2.204014	4.601180	3.065734	-1.445104	-3.092846
-0.599716	2.157587	3.157438	1.379199	-3.347516	-3.321575
0.803613	1.889225	0.950886	0.157087	-0.934614	0.394337
3.835817	1.108031	-0.459176	-2.589002	1.601704	-2.194308
4.443596	0.747706	0.414153	-0.851369	-0.423962	-1.635111
4.865352	-0.120949	0.890974	-1.373314	0.205390	-1.229771
4.244583	-2.000732	-1.414511	1.264965	-0.851137	-2.088087
-0.034808	-0.073243	-0.213202	1.458166	-2.469044	-0.181659
-3.095121	-0.118379	0.317903	2.958590	0.031472	-2.954287
-6.490157	-1.531439	0.257205	1.050937	0.773011	-2.398369
-2.696514	-1.782223	-1.197895	-0.609493	2.562976	-0.372205
-3.230691	-2.305129	-1.807597	-0.607201	0.159667	-2.643994
-0.677089	-0.441055	-1.302198	-1.209686	0.391587	-1.288136
-0.498406	0.513199	-1.091498	-0.141348	0.634235	-1.268330
-2.061942	-0.850765	-2.099296	-1.393887	-0.339285	-3.007975
1.610403	2.267854	-1.856390	-2.890403	-0.363573	-1.187771
-1.088369	-0.060743	0.252220	-1.416397	-1.995427	-2.117917
-0.556958	1.025146	0.632336	-3.907268	0.130855	-2.618112
-1.524663	-0.187580	0.103758	1.276784	0.272573	-0.678156
-1.518884	0.483882	2.600588	-0.378342	1.043428	1.393653
1.802080	1.577332	4.117926	2.332554	3.413024	4.911315
1.768829	4.981272	7.190775	3.265673	1.466561	1.193430
1.808565	2.384702	2.777534	2.698514	0.443139	-0.796099
-0.039912	2.710424	3.094906	-0.013023	0.818662	-3.642774
-1.621101	1.063037	4.247090	1.955762	-0.364870	-1.815392
-2.356702	1.716944	0.005489	-1.638431	2.670145	-1.252553
-3.756514	-0.587355	-0.186198	-2.172002	-0.126692	-2.970256
-0.966236	-1.132259	0.039631	-1.913352	1.190021	-0.169501
-2.281267	-1.209967	-0.437322	-0.122880	1.085385	-1.735386
-1.096908	2.971021	1.650043	-1.297987	0.065501	-3.036411
-0.063956	-0.119994	1.021526	-2.303374	-0.198528	-1.952275
1.515989	0.350289	-1.467370	-3.213139	-1.111403	-1.763777
4.563227	0.577972	-0.953145	-0.863484	-1.794321	0.177184
3.139359	0.580253	1.466802	-4.167008	0.972520	-2.248192
3.887386	0.815634	-0.460929	-1.715212	-0.281480	-2.214503
0.987208	1.616317	0.571565	-0.678696	-0.596319	-0.886349
-2.421073	0.632600	-0.329716	-0.008761	-1.230696	-2.064730
-0.315356	-0.506115	-0.648672	-0.670906	-0.569208	-1.221643
2.160058	0.674572	-2.139401	-0.262832	-0.641256	0.245711
0.516370	0.096062	-2.329202	-2.694139	1.132063	-1.366066
-0.262318	-1.798945	-3.002174	-2.058828	0.756949	-1.424975
1.033194	-1.210748	-2.320417	-2.419198	0.713805	-0.742513
-2.143093	-0.926347	-0.917130	-0.163250	1.529931	-1.033280
-1.742479	-2.249442	-0.838612	1.625615	-1.504971	-0.424876
-2.719663	-2.644832	-2.182161	1.869597	-0.962999	0.094600
-1.398043	-3.731218	-2.367977	3.574997	-0.278753	2.626650
-0.284920	-0.172098	-3.322560	2.655013	2.615468	4.386173
-0.774392	-0.563573	-2.479508	2.759645	4.439367	6.669471
-1.962559	1.626658	0.127079	1.847092	5.007444	7.453844
0.087479	2.333795	-0.332997	-0.440644	5.457701	5.437793
-1.739775	0.335938	-1.451436	2.982034	6.173339	6.406119
-0.369822	1.990187	-1.634138	0.390726	3.626559	4.611522
2.784139	0.476242	-1.583100	3.600633	-0.868438	3.542404
4.762908	-2.745397	-3.306924	2.651354	-1.281451	5.319864
3.794587	-0.634130	-1.559707	1.189787	-2.506477	4.039603
3.940677	-1.175856	0.052051	-1.026866	-1.365817	2.190722
6.638777	0.982023	-3.133050	-1.822908	-0.550269	0.730622
4.182189	-0.195191	-0.320008	-3.577937	1.719769	3.730403
4.829513	1.989700	0.822977	0.197444	3.820297	0.697166
3.597050	0.773397	-0.527795	2.627037	4.318216	2.394911
4.259500	0.551600	1.506078	2.192539	1.810228	1.577039
2.902965	3.072308	2.909896	-0.034249	3.595934	-0.317250
1.803545	4.332621	0.214660	-1.363727	3.828335	-1.066155
-1.357360	2.925339	-0.503530	-0.175998	3.767131	-0.181575
-2.393648	2.463862	0.070227	-0.862560	5.308524	2.693589
-3.721620	-0.400411	-0.341168	1.776785	3.659315	-1.815262
-2.695174	-1.986580	-1.374615	2.121537	0.376305	-1.965827
-1.131710	-1.433146	-1.306813	2.844995	-3.499205	1.054294
-2.523327	-2.283508	-3.446761	1.556459	-4.078015	2.659601
-0.797725	0.335132	1.047340	0.209527	-2.468622	3.220495
-2.182403	3.215074	-0.264008	-0.013200	-1.509528	3.443677
1.633940	3.147018	0.671595	-0.151223	-2.113129	3.183645
1.223404	4.226263	-0.919150	-1.514644	-0.312526	1.830201
-0.637911	2.779109	-0.113943	-1.693263	-0.389518	0.835344
-1.149703	3.240755	0.999916	-1.774579	2.495297	-0.257224
-1.008672	0.057001	-0.186971	-2.016996	1.783318	-1.240804
-2.109818	0.931245	0.912295	0.877389	1.721648	-0.690196
-3.498841	-1.471512	3.715815	0.201972	0.728186	-1.390999
-1.358538	-1.146672	1.504390	-0.501746	-1.771167	-1.201113
-1.170011	-1.104735	3.054520	1.729434	-1.686009	-3.336239
-2.732858	-3.753502	2.633505	0.880411	-0.461041	-2.821976
-2.327480	-2.084373	2.315246	0.025585	-2.582861	-2.123725
-0.691974	-2.890850	1.999943	0.067854	-1.339769	-1.618184
4.938258	-3.607333	0.390197	1.415218	-1.651163	-1.939555
3.527917	0.071277	1.005208	0.403276	-2.965145	-2.782137
2.537104	1.130279	-0.649724	2.308127	-3.568811	-3.006131
3.581720	-1.623928	0.430402	1.528971	-1.123064	1.214564
-0.767536	0.519556	-0.316815	-1.437794	-0.808700	-0.980953
-3.518962	-0.578871	-0.661673	-2.043469	0.739279	0.155419
-0.532159	-1.857609	1.542228	0.222247	-0.243725	-1.013522
0.687274	-1.844059	1.312287	0.765551	0.340487	1.633825
3.826338	-2.265823	3.952006	0.071943	-0.270582	0.114759
3.530332	-1.605701	4.008384	1.844223	-2.268334	1.437881
4.543657	0.899406	2.849522	0.534388	-0.421067	0.939190
3.673214	3.815397	2.801520	-0.857261	2.579018	3.859085
4.281103	1.320070	0.750878	-2.263525	2.899323	-0.125334
0.607524	2.822725	0.192996	0.163894	4.861348	2.739733
2.500178	4.346260	-0.764225	0.815195	5.291193	2.568785
1.096765	4.954375	-0.065285	-0.137622	5.611158	1.500721
2.181484	4.205868	1.177815	-1.615259	5.162144	1.324643
0.393338	5.184538	2.135877	1.681284	5.320052	0.342447
-1.516075	0.192485	2.451000	0.932606	6.447880	2.461236
-2.763354	2.602307	3.317984	0.741706	3.471830	-1.463694
-1.189199	2.167202	5.163230	2.165082	1.290702	-2.020141
-0.244208	1.308470	5.037037	2.959433	-0.108503	0.072693
